data,no1,no2,no3,no4,no5
2014-02-23 12:00:00, 0.378081,-0.119589,2.139541,2.208762,1.254158
2014-02-23 13:00:00, -0.078046,2.883324,0.970139,-1.177007,-2.331140
2014-02-23 14:00:00, -2.250513,1.016079,0.594242,-2.214994,1.351084
2014-02-23 15:00:00, 0.572143,-0.296529,-1.250986,0.456656,-1.915734
2014-02-23 16:00:00, -0.486469,0.140462,-1.054149,2.460640,0.695007
2014-02-23 17:00:00, 1.072171,-0.818367,0.813682,1.199010,2.904480
2014-02-23 18:00:00, 0.192211,-0.959670,-2.012443,0.040000,0.475195
2014-02-23 19:00:00, 0.405368,0.077830,-0.023111,0.673100,0.927556
2014-02-23 20:00:00, -0.291570,0.489410,-1.552783,1.494679,0.053038
2014-02-23 21:00:00, -0.350079,0.165505,-0.385950,-1.317472,1.212440
2014-02-23 22:00:00, 0.729583,-1.948063,-0.773252,-0.234429,-0.393394
2014-02-23 23:00:00, -1.125555,0.151089,0.093606,1.673489,1.005997
2014-02-24 00:00:00, -0.460476,1.281180,-0.180442,-0.746832,-0.407438
2014-02-24 01:00:00, 1.690972,-1.239196,-1.633082,-0.344387,2.352699
2014-02-24 02:00:00, 2.161836,0.049852,-0.327685,-1.992362,0.851527
2014-02-24 03:00:00, -0.071700,-1.010271,-1.850191,-2.690602,0.243662
2014-02-24 04:00:00, -0.997629,0.472134,-0.552399,-0.137585,-0.149333
2014-02-24 05:00:00, 0.229375,1.743001,-0.423081,-1.567167,0.884920
2014-02-24 06:00:00, -1.985892,0.378204,1.101795,1.317187,-0.167535
2014-02-24 07:00:00, 1.069467,0.419433,-0.906100,0.204411,-0.083976
2014-02-24 08:00:00, 0.271927,0.938882,1.866202,-2.120630,1.235347
2014-02-24 09:00:00, -1.015572,-2.064349,-0.560837,-0.419826,0.147691
2014-02-24 10:00:00, 1.622918,0.344660,2.277761,0.101562,-0.621944
2014-02-24 11:00:00, -0.793742,1.045797,0.177269,-0.727654,0.107157
2014-02-24 12:00:00, 1.497557,-0.503987,-0.710842,-0.983146,0.334270
2014-02-24 13:00:00, -1.212343,0.662097,-0.544439,1.760352,1.208266
2014-02-24 14:00:00, -1.302663,1.916136,0.500762,0.223176,0.058714
2014-02-24 15:00:00, 0.221200,1.402822,-1.684704,0.568879,0.556843
2014-02-24 16:00:00, 0.774808,-0.215343,-0.985196,-0.239030,3.985066
2014-02-24 17:00:00, 1.211737,1.130764,0.679239,0.487786,1.530630
2014-02-24 18:00:00, 1.246467,-0.583426,0.752337,-0.456709,-0.758837
2014-02-24 19:00:00, -0.918467,0.603960,-1.062194,-1.536583,1.853640
2014-02-24 20:00:00, 0.350546,0.017588,0.429374,0.202467,-0.418007
2014-02-24 21:00:00, 0.391761,-0.525613,0.364429,0.788425,2.035879
2014-02-24 22:00:00, -0.047020,-0.624633,-0.405304,-0.802470,0.954136
2014-02-24 23:00:00, -1.224045,-0.594274,1.815265,0.663481,0.101915
2014-02-25 00:00:00, 0.873419,1.765229,-2.020953,1.286021,0.738474
2014-02-25 01:00:00, 0.730892,-1.288066,0.843077,-1.175921,1.830297
2014-02-25 02:00:00, -0.289763,-1.039526,0.456041,0.715362,0.703744
2014-02-25 03:00:00, 1.409905,-1.054162,-1.127227,-0.566400,-1.022861
2014-02-25 04:00:00, 0.959764,0.246759,-0.042911,0.304640,1.312516
2014-02-25 05:00:00, -1.550741,-1.347741,0.863355,0.852676,0.787551
2014-02-25 06:00:00, -0.537154,-0.328352,-0.763561,-1.010904,-1.219152
2014-02-25 07:00:00, -1.333665,-0.469586,-0.744025,-1.323990,0.099410
2014-02-25 08:00:00, 0.471105,1.758326,-0.080077,0.818658,0.926840
2014-02-25 09:00:00, 2.199504,0.685945,-1.980530,1.036383,-0.033421
2014-02-25 10:00:00, 1.371550,-0.879858,-0.282215,-0.044995,0.116664
2014-02-25 11:00:00, 1.040483,-0.002815,-1.565058,-0.368359,-0.726875
2014-02-25 12:00:00, 0.496135,-1.104156,-0.956623,0.445109,-0.304135
2014-02-25 13:00:00, -0.686027,-0.724111,0.389277,1.263234,-0.620723
2014-02-25 14:00:00, 1.745249,-0.170133,-1.140721,0.028280,0.450743
2014-02-25 15:00:00, 0.032842,-1.186994,0.268009,-1.296908,0.452093
2014-02-25 16:00:00, 0.472327,0.118028,0.527189,-0.037061,0.528780
2014-02-25 17:00:00, 0.101390,-1.150492,1.115832,-0.685212,0.168192
2014-02-25 18:00:00, -0.762951,0.216407,0.630563,1.195553,-0.434618
2014-02-25 19:00:00, 2.849938,-0.224369,-1.089701,-1.232569,0.192671
2014-02-25 20:00:00, 0.864335,1.723947,-0.754129,1.004612,0.456702
2014-02-25 21:00:00, -1.355587,1.019133,-1.030564,-0.560749,1.202909
2014-02-25 22:00:00, -1.195573,1.998545,0.433232,-0.102742,3.015978
2014-02-25 23:00:00, -0.647024,-0.160250,-1.491375,-0.640115,2.096425
2014-02-26 00:00:00, -1.095996,-1.308724,-1.180758,0.268730,-0.695086
2014-02-26 01:00:00, -0.305555,1.585633,1.000002,0.394183,0.411722
2014-02-26 02:00:00, 0.606156,0.404088,0.303625,-0.330752,-1.370517
2014-02-26 03:00:00, -0.064198,0.139950,0.960716,1.300789,-0.078439
2014-02-26 04:00:00, 1.208605,-0.138337,-0.215135,0.389487,0.707936
2014-02-26 05:00:00, -0.301632,1.720751,-0.032296,-0.124685,0.260905
2014-02-26 06:00:00, -1.897494,0.230721,0.376809,0.268519,-0.671128
2014-02-26 07:00:00, 0.510330,-0.398991,-1.336752,0.068689,1.471706
2014-02-26 08:00:00, -1.438350,-0.415489,-0.374324,0.558114,0.012044
2014-02-26 09:00:00, 0.618735,-0.846318,-0.588495,0.996389,0.197025
2014-02-26 10:00:00, 1.839183,-0.451113,0.299236,0.356593,1.415200
2014-02-26 11:00:00, 0.665368,0.529344,1.068943,-0.258236,-0.861105
2014-02-26 12:00:00, -0.685907,0.461020,-1.844935,0.809112,-0.354483
2014-02-26 13:00:00, 1.199756,-0.026361,-0.131811,-0.460794,0.662304
2014-02-26 14:00:00, 0.347536,0.842542,-0.272046,1.292925,-0.921610
2014-02-26 15:00:00, -1.625370,0.783075,-0.493934,-0.531370,0.010702
2014-02-26 16:00:00, 0.150366,-1.202813,0.210613,-0.232933,1.192168
2014-02-26 17:00:00, -0.242605,0.551310,-0.211183,0.076503,0.648236
2014-02-26 18:00:00, -1.219119,-0.419111,0.148570,-0.417793,-1.815159
2014-02-26 19:00:00, 0.240811,-0.613926,-0.637651,-0.219835,0.768642
2014-02-26 20:00:00, -0.853766,0.313650,2.211132,0.569215,-0.132678
2014-02-26 21:00:00, -1.494175,-0.358942,0.156336,-0.718188,-0.599553
2014-02-26 22:00:00, -1.120981,1.813198,1.466911,-0.081805,0.957972
2014-02-26 23:00:00, 0.043582,0.001455,1.547965,-0.234386,0.872829
2014-02-27 00:00:00, 1.648962,0.246780,-0.800293,-1.137901,-1.817931
2014-02-27 01:00:00, -1.345447,-1.090415,-0.904908,0.754255,1.206682
2014-02-27 02:00:00, 0.122435,0.018508,-0.157548,0.799192,1.476502
2014-02-27 03:00:00, 0.526901,-1.993010,0.904300,1.188918,0.545901
2014-02-27 04:00:00, 0.112792,1.822734,0.183864,0.300961,-0.030096
2014-02-27 05:00:00, 2.252526,0.253836,1.252930,-0.184044,0.964391
2014-02-27 06:00:00, -0.776007,0.324999,-1.182955,-0.048688,-1.225504
2014-02-27 07:00:00, -0.217111,-0.717075,-0.932619,-1.357335,-2.095382
2014-02-27 08:00:00, -0.307825,-0.899846,1.099608,0.896011,-1.272081
2014-02-27 09:00:00, 0.689474,-0.745186,-1.575932,-0.267156,-3.040148
2014-02-27 10:00:00, -0.421465,0.889827,-1.081553,1.204870,-0.209997
2014-02-27 11:00:00, -0.997900,-0.022323,-1.329846,-0.337139,0.127804
2014-02-27 12:00:00, 0.367561,0.240990,0.152625,0.453588,-1.156322
2014-02-27 13:00:00, 0.902338,-0.291811,-0.680807,0.015045,-0.341639
2014-02-27 14:00:00, 2.098565,2.196855,-2.633980,-1.307147,-0.681404
2014-02-27 15:00:00, 1.397836,0.814252,1.849939,0.434149,2.003477
2014-02-27 16:00:00, -0.540588,-0.129864,0.053569,2.000133,0.417021
2014-02-27 17:00:00, 0.816337,1.149482,0.183585,0.927588,0.716666
2014-02-27 18:00:00, 0.637766,-1.596676,0.399193,0.206027,-0.001421
2014-02-27 19:00:00, -0.804173,-0.516073,2.093424,-0.417921,0.346550
2014-02-27 20:00:00, 0.725833,0.295675,0.292136,-0.515061,-0.926227
2014-02-27 21:00:00, 0.420200,0.019350,1.223669,-0.299687,0.065732
2014-02-27 22:00:00, -0.450998,0.966189,0.412671,1.311542,-0.177840
2014-02-27 23:00:00, -0.261151,-0.898015,-0.524754,-0.493299,0.344678
2014-02-28 00:00:00, -1.608319,0.043251,1.211299,0.115758,-0.181194
2014-02-28 01:00:00, 1.048418,0.281411,-0.082102,0.594570,1.681010
2014-02-28 02:00:00, 0.635445,0.135236,-0.394216,-0.988887,-0.825454
2014-02-28 03:00:00, -0.556625,0.883380,0.647865,-0.714649,0.071360
2014-02-28 04:00:00, -1.450154,0.945735,0.628444,0.266851,0.394169
2014-02-28 05:00:00, 0.668804,-0.103388,1.173454,0.267494,-1.292237
2014-02-28 06:00:00, -0.580378,-0.619103,0.341345,-0.074249,-0.031134
2014-02-28 07:00:00, -1.065428,-0.155838,1.286620,0.140457,0.207053
2014-02-28 08:00:00, -0.291159,0.080392,-0.446348,0.407916,1.232870
2014-02-28 09:00:00, -1.007935,-0.938206,0.256828,-0.033854,1.204830
2014-02-28 10:00:00, 0.024482,-0.090537,-1.074788,-0.173583,1.648736
2014-02-28 11:00:00, -0.776719,0.375718,2.040517,0.609905,-0.304555
2014-02-28 12:00:00, -0.339123,-0.212854,0.420208,-0.084677,0.487423
2014-02-28 13:00:00, -1.387353,-1.033941,0.190887,0.496821,-0.627859
2014-02-28 14:00:00, 1.019637,-0.063272,0.357093,-1.475718,0.790587
2014-02-28 15:00:00, -0.211550,1.513792,1.202915,0.658022,-1.789929
2014-02-28 16:00:00, -1.054557,1.259953,1.434694,0.311810,-0.793256
2014-02-28 17:00:00, 1.298084,-0.217820,-2.036711,-0.853130,1.078166
2014-02-28 18:00:00, 2.092257,1.230267,-2.666475,0.062586,-1.353150
2014-02-28 19:00:00, 0.050884,0.819285,0.265134,-0.345658,0.534985
2014-02-28 20:00:00, -0.905868,-2.208891,-0.844822,0.195663,-0.861705
2014-02-28 21:00:00, -1.567966,3.296878,-0.116206,-0.694449,0.553981
2014-02-28 22:00:00, 1.097449,-0.400659,0.616123,-0.673309,-0.716502
2014-02-28 23:00:00, 0.200826,-1.907414,-0.515170,0.159090,1.188981
2014-03-01 00:00:00, 0.172691,-1.130917,-0.265207,1.614004,-1.160713
2014-03-01 01:00:00, 0.598306,0.339179,-1.110954,-1.983269,1.183170
2014-03-01 02:00:00, -0.088719,0.930717,0.195763,0.707241,0.031593
2014-03-01 03:00:00, -0.521967,-0.693513,-0.405169,-1.852366,1.140247
2014-03-01 04:00:00, 0.217956,-0.330357,1.047424,2.054004,-0.620974
2014-03-01 05:00:00, -1.032489,-1.030774,-0.420183,-0.981953,-0.330013
2014-03-01 06:00:00, -0.271949,0.535925,0.559886,-0.621380,-0.420200
2014-03-01 07:00:00, 1.050975,0.136557,1.189841,1.571125,0.739169
2014-03-01 08:00:00, -0.603559,0.329874,-0.629177,0.672137,0.966038
2014-03-01 09:00:00, -0.939527,-1.059895,-1.103684,0.656325,-1.848862
2014-03-01 10:00:00, 0.261269,0.240274,1.866693,0.283703,0.884087
2014-03-01 11:00:00, 0.590599,0.703961,0.587380,-1.533055,-0.189191
2014-03-01 12:00:00, 0.456307,1.092072,-0.027257,-1.471632,-0.873185
2014-03-01 13:00:00, -1.099845,0.123702,0.083916,0.106278,2.186024
2014-03-01 14:00:00, -1.094690,0.297795,0.445442,-0.538270,-2.953542
2014-03-01 15:00:00, -1.302633,0.902754,-0.717830,2.903126,-1.877726
2014-03-01 16:00:00, 0.515252,1.614907,0.814408,-0.489752,0.496599
2014-03-01 17:00:00, 1.809310,0.378852,0.020310,0.909712,-0.511390
2014-03-01 18:00:00, 0.948031,0.869143,1.049083,-0.751383,-1.747854
2014-03-01 19:00:00, -0.729152,-0.597586,-0.565905,1.195505,1.570714
2014-03-01 20:00:00, -0.462698,-1.520117,1.105566,0.035437,-0.078659
2014-03-01 21:00:00, -0.927328,1.360413,0.167263,-2.198352,0.070437
2014-03-01 22:00:00, 0.111940,0.301904,-1.316422,0.132743,-1.627251
2014-03-01 23:00:00, -1.184999,0.178234,0.566907,1.054871,0.545232
2014-03-02 00:00:00, 1.566292,0.664857,-0.755671,1.180723,0.833615
2014-03-02 01:00:00, -1.279946,1.039394,-1.717714,-1.016345,-0.347957
2014-03-02 02:00:00, -0.273534,-0.093894,-0.895864,0.401715,0.269297
2014-03-02 03:00:00, 1.141972,0.337111,0.914418,0.373053,-1.127223
2014-03-02 04:00:00, -0.096667,-1.995581,-0.088601,1.638592,0.918691
2014-03-02 05:00:00, 0.122436,0.024383,0.191254,0.575829,-0.457925
2014-03-02 06:00:00, -0.804488,-0.129380,0.123110,0.535707,0.139399
2014-03-02 07:00:00, -1.874446,0.293523,-0.140491,0.452568,-0.831124
2014-03-02 08:00:00, 0.424869,-0.005534,1.782089,2.048519,-1.531944
2014-03-02 09:00:00, -0.346263,-0.233724,-0.408822,0.151343,0.021197
2014-03-02 10:00:00, -0.571500,0.013843,-0.768625,-0.140586,0.017461
2014-03-02 11:00:00, 1.747749,-1.080809,-0.559886,-0.795309,0.768629
2014-03-02 12:00:00, -0.108396,-0.662273,0.854230,-1.678747,-0.362655
2014-03-02 13:00:00, 0.445338,1.291308,-1.420526,-0.107947,-1.236109
2014-03-02 14:00:00, -1.046952,-0.547388,0.532270,1.258462,0.454454
2014-03-02 15:00:00, -0.594992,-0.110817,-1.208031,-0.309588,1.644775
2014-03-02 16:00:00, -0.481423,0.678297,-0.863627,-0.644346,0.870800
2014-03-02 17:00:00, 0.075987,-1.489423,0.599638,0.662632,-0.265825
2014-03-02 18:00:00, -1.348584,-0.151733,-0.266343,1.106418,1.770034
2014-03-02 19:00:00, 0.038092,0.276145,1.087762,0.231093,-0.923836
2014-03-02 20:00:00, 0.818173,0.397328,0.693042,-0.094991,-0.077238
2014-03-02 21:00:00, -0.948741,-1.446478,0.320726,-0.401055,0.893067
2014-03-02 22:00:00, 0.956897,2.184910,0.119917,0.741501,-0.285936
2014-03-02 23:00:00, -0.390334,-0.697085,-0.575421,-1.193112,1.158301
2014-03-03 00:00:00, 1.025408,1.398081,-0.201458,0.012187,1.812441
2014-03-03 01:00:00, -0.702560,2.355184,1.187122,-0.172928,-0.357014
2014-03-03 02:00:00, 0.652420,-1.225031,1.343419,0.216229,-0.267533
2014-03-03 03:00:00, -0.501611,1.076639,-1.957167,1.158760,1.222631
2014-03-03 04:00:00, -0.405708,1.163773,0.050035,1.236544,1.676125
2014-03-03 05:00:00, -1.358467,1.374766,0.256305,0.235814,-1.134463
2014-03-03 06:00:00, 0.674602,0.042297,-0.910029,-0.842058,2.030023
2014-03-03 07:00:00, -1.158744,-0.226126,-1.118762,-0.550914,1.333904
2014-03-03 08:00:00, -0.353899,0.185085,1.277872,-0.181266,0.629179
2014-03-03 09:00:00, 1.464951,1.849504,-0.780082,-1.079536,0.008559
2014-03-03 10:00:00, -0.828856,0.483172,1.443680,-0.868538,1.781981
2014-03-03 11:00:00, 1.600193,1.058132,-0.137645,-0.035635,-0.965635
2014-03-03 12:00:00, -0.905946,0.329902,0.040778,0.002756,-0.357841
2014-03-03 13:00:00, 0.251595,-1.273338,0.986640,0.768995,-1.441067
2014-03-03 14:00:00, -1.412793,-0.478275,-0.190331,0.763787,0.552897
2014-03-03 15:00:00, -0.929525,0.954073,0.560326,0.325773,1.742699
2014-03-03 16:00:00, 0.603344,1.507239,-1.227057,-0.846197,-0.092082
2014-03-03 17:00:00, -1.388163,-1.113896,1.152988,-1.079291,-1.152366
2014-03-03 18:00:00, 0.239343,-0.812539,-0.830161,0.315128,0.999086
2014-03-03 19:00:00, 0.130489,0.367249,2.412114,0.449050,-0.646698
2014-03-03 20:00:00, -0.417340,0.056889,1.016062,0.439981,-1.511943
2014-03-03 21:00:00, -0.697353,0.287962,-0.822207,-0.666015,-0.126340
2014-03-03 22:00:00, -2.082677,-0.354236,-0.420255,2.011740,-0.101379
2014-03-03 23:00:00, -1.073812,-0.294663,1.877591,-0.793700,-0.704587
2014-03-04 00:00:00, 0.626162,1.875032,-1.755484,0.221270,0.611538
2014-03-04 01:00:00, 2.378386,0.294030,-0.203567,0.001875,-0.479787
2014-03-04 02:00:00, -0.309832,-0.631290,-0.530557,0.663191,1.403117
2014-03-04 03:00:00, 1.718278,0.873727,0.010307,1.676700,0.965548
2014-03-04 04:00:00, 0.322417,-0.171331,1.519105,-2.455756,0.769835
2014-03-04 05:00:00, -0.033265,-0.006746,-2.767458,0.069170,-0.560697
2014-03-04 06:00:00, 1.299211,1.044125,-0.325480,0.698821,1.213979
2014-03-04 07:00:00, 0.195774,-1.589887,0.287645,1.133542,1.016833
2014-03-04 08:00:00, 0.215347,-1.410005,-0.251925,0.289665,2.736897
2014-03-04 09:00:00, -1.007105,-0.038271,-0.155453,0.185188,0.523350
2014-03-04 10:00:00, -0.436889,-0.393439,1.069798,0.090453,-0.275554
2014-03-04 11:00:00, -0.515753,-0.363651,0.938926,0.219437,-2.605335
2014-03-04 12:00:00, -1.365920,0.623672,0.564023,-1.587860,-1.704241
2014-03-04 13:00:00, 0.265505,-0.523274,1.677515,-0.420815,0.675981
2014-03-04 14:00:00, -0.169938,-0.815796,1.327328,-0.213099,-0.956492
2014-03-04 15:00:00, 2.130909,-0.718002,-0.129684,0.282493,1.132680
2014-03-04 16:00:00, -1.542575,1.011721,-1.432123,0.560603,1.927225
2014-03-04 17:00:00, -0.627936,0.011211,1.978676,0.480009,-0.430494
2014-03-04 18:00:00, -0.630436,0.805610,1.552648,0.425159,0.603339
2014-03-04 19:00:00, 0.882663,-1.710874,0.567608,0.048134,-0.344211
2014-03-04 20:00:00, 0.380151,1.217448,-0.616138,-0.056179,0.282604
2014-03-04 21:00:00, 0.643233,0.081033,-1.594096,2.639329,0.232340
2014-03-04 22:00:00, -1.779365,-0.086011,0.267502,-0.017621,0.483365
2014-03-04 23:00:00, -0.257676,-1.177099,0.795519,-0.623999,0.004704
2014-03-05 00:00:00, 1.023626,1.173550,-0.269223,2.097756,0.950223
2014-03-05 01:00:00, 1.375899,-0.564526,0.144482,0.840908,1.840391
2014-03-05 02:00:00, -1.200705,-0.416358,0.243466,-1.386449,-0.103250
2014-03-05 03:00:00, 0.672785,0.136358,0.564345,1.763545,0.690390
2014-03-05 04:00:00, -0.485692,-0.302920,-0.917392,0.088124,-0.164685
2014-03-05 05:00:00, 0.660592,-1.348237,0.325454,-0.717299,1.244899
2014-03-05 06:00:00, 0.028889,-1.011583,1.305215,-0.252765,-2.658429
2014-03-05 07:00:00, 0.488568,0.195921,-1.172321,0.853862,0.152935
2014-03-05 08:00:00, -0.719134,0.094049,-0.250217,-0.992581,1.423533
2014-03-05 09:00:00, 0.074315,0.112622,-0.403054,0.551511,-1.359245
2014-03-05 10:00:00, -1.310647,2.195716,0.618500,1.188117,0.752677
2014-03-05 11:00:00, 0.214577,-0.193467,-2.517080,0.153972,0.988023
2014-03-05 12:00:00, -0.521188,-0.624482,1.592418,-1.677237,0.722963
2014-03-05 13:00:00, -0.715118,-0.219557,0.754617,-0.340836,1.118838
2014-03-05 14:00:00, -0.817799,1.054704,-1.487805,-1.052317,0.897375
2014-03-05 15:00:00, -0.116370,2.084880,-0.921511,0.573814,-1.346109
2014-03-05 16:00:00, -0.022458,-0.906233,-1.333145,0.307879,1.223905
2014-03-05 17:00:00, 0.591804,0.650963,-0.006527,-0.466936,-0.068512
2014-03-05 18:00:00, 0.647315,0.258781,0.209845,-0.410706,-0.770670
2014-03-05 19:00:00, -1.375549,-0.459458,0.974214,-0.028523,1.192551
2014-03-05 20:00:00, 1.223462,-0.520781,-0.222115,0.843787,0.789356
2014-03-05 21:00:00, -1.467426,-1.200375,0.129589,-0.135381,-0.397224
2014-03-05 22:00:00, 1.177156,0.389734,-0.710312,-1.181745,0.146716
2014-03-05 23:00:00, -0.415562,-0.390354,0.274807,0.698965,0.790439
2014-03-06 00:00:00, -0.213282,-0.086895,-1.191647,-0.334043,-0.337552
2014-03-06 01:00:00, -0.704737,0.144654,0.221871,0.812464,-0.641774
2014-03-06 02:00:00, 0.920175,-2.002859,-1.854647,0.765094,-1.555195
2014-03-06 03:00:00, -0.069489,-0.650336,-2.178890,1.003097,-1.020952
2014-03-06 04:00:00, -0.083159,-0.944469,1.736233,-1.013397,1.785145
2014-03-06 05:00:00, -2.199499,-0.999374,-0.051739,0.956218,-1.054750
2014-03-06 06:00:00, 0.023068,1.619698,2.115603,-1.997644,-1.353002
2014-03-06 07:00:00, -0.191698,0.349680,-0.733198,1.258247,-0.823865
2014-03-06 08:00:00, -0.532767,-0.860149,0.411773,-1.352231,0.542796
2014-03-06 09:00:00, -0.441743,-1.259000,0.291036,-0.386986,-0.002335
2014-03-06 10:00:00, -1.232875,-1.048346,0.879752,-0.180433,0.223348
2014-03-06 11:00:00, -0.362618,1.261044,0.513697,-0.683892,-0.701537
2014-03-06 12:00:00, -0.470958,-1.474468,0.894566,0.812229,-0.245536
2014-03-06 13:00:00, -0.528037,-0.477632,0.566942,1.680933,0.929679
2014-03-06 14:00:00, 1.285934,-0.740105,-0.727240,-0.080961,1.349650
2014-03-06 15:00:00, -2.159411,1.330095,1.001668,-0.102420,0.248506
2014-03-06 16:00:00, -0.626054,2.285996,0.476888,0.493892,-0.147957
2014-03-06 17:00:00, -0.815136,0.460470,-1.747958,0.712392,0.655639
2014-03-06 18:00:00, -0.239433,-0.813802,0.098378,2.135356,-0.007806
2014-03-06 19:00:00, 0.537489,0.431515,-0.455615,0.187966,-0.743105
2014-03-06 20:00:00, 0.633325,1.178255,0.385235,-0.137953,1.567025
2014-03-06 21:00:00, 0.380159,0.953419,0.265801,-0.079317,-0.287553
2014-03-06 22:00:00, 1.168310,-1.002224,-0.351427,0.422692,-2.026868
2014-03-06 23:00:00, 0.255013,1.567649,-0.372698,-0.009605,-0.165052
2014-03-07 00:00:00, -0.276020,-1.103072,-1.480551,-2.059079,-2.607660
2014-03-07 01:00:00, 0.406826,0.480919,-1.557258,0.092875,-0.337671
2014-03-07 02:00:00, 1.667617,1.004390,-1.165325,-1.942065,-0.148711
2014-03-07 03:00:00, 0.047996,1.373910,0.273008,-0.030599,0.281938
2014-03-07 04:00:00, 1.135028,-0.512949,-0.085971,0.918736,0.192705
2014-03-07 05:00:00, -0.777391,0.610541,-2.684429,1.005308,0.233217
2014-03-07 06:00:00, 1.816466,0.258422,0.371644,1.530922,-0.674614
2014-03-07 07:00:00, -0.289520,-0.523062,-0.325326,-0.059409,0.122713
2014-03-07 08:00:00, 0.273379,0.981687,-0.087068,-0.734948,-0.028569
2014-03-07 09:00:00, 0.730429,0.488417,-0.121459,0.038530,0.035437
2014-03-07 10:00:00, 1.608780,0.649907,-2.406898,1.123512,-1.538378
2014-03-07 11:00:00, -0.859554,0.321343,1.223807,-0.147487,-0.448779
2014-03-07 12:00:00, 0.890365,-1.135818,0.146532,0.035588,1.354950
2014-03-07 13:00:00, -0.065721,-0.384765,-1.174184,1.227011,0.994525
2014-03-07 14:00:00, 0.402821,1.470628,0.681016,1.967329,0.415832
2014-03-07 15:00:00, 0.470309,-0.344390,0.914825,0.855089,1.336429
2014-03-07 16:00:00, -1.331817,-1.488347,-0.289131,-0.295186,-0.184213
2014-03-07 17:00:00, 1.370055,0.769017,-1.911433,0.268407,0.793788
2014-03-07 18:00:00, -0.786596,1.451278,0.934079,1.747869,0.850856
2014-03-07 19:00:00, -0.583673,-0.108214,-0.210552,0.518609,1.013722
2014-03-07 20:00:00, -0.566242,0.354092,-1.440025,0.522201,0.301318
2014-03-07 21:00:00, -0.513025,0.999142,-0.784125,0.067225,-0.674561
2014-03-07 22:00:00, -0.821265,-0.449689,-1.263189,-0.707689,-0.125460
2014-03-07 23:00:00, 0.300036,-1.056737,-1.217585,-0.348119,0.608428
2014-03-08 00:00:00, -1.172651,0.919767,-1.796605,0.505339,0.863130
2014-03-08 01:00:00, 0.090213,1.004375,-0.260231,1.251739,-0.001899
2014-03-08 02:00:00, 1.248914,-0.724056,-1.751760,0.183443,0.344187
2014-03-08 03:00:00, 0.589332,0.241873,1.657835,-0.026847,-0.092109
2014-03-08 04:00:00, 0.404700,-1.450426,-0.899518,0.125891,-0.986093
2014-03-08 05:00:00, -1.148725,2.301284,1.360257,1.149313,-0.551372
2014-03-08 06:00:00, 1.639856,-0.602314,-2.114565,1.218958,-1.078136
2014-03-08 07:00:00, -0.058180,0.639614,0.603302,-2.544303,0.442520
2014-03-08 08:00:00, -0.028166,-0.638772,0.452094,-0.316925,-0.176406
2014-03-08 09:00:00, -0.157594,1.641417,0.407702,0.211178,2.207983
2014-03-08 10:00:00, 1.003535,0.689071,-2.117905,0.644578,-1.726483
2014-03-08 11:00:00, -0.208045,-0.327422,-1.184793,0.710986,0.659609
2014-03-08 12:00:00, -0.218744,-0.128108,0.110012,1.308272,-0.263226
2014-03-08 13:00:00, -0.147623,-0.377562,1.697892,0.845421,-2.259896
2014-03-08 14:00:00, -0.116234,-2.080445,0.736149,-0.027932,1.816260
2014-03-08 15:00:00, 0.822460,-0.361269,-1.783009,0.952718,0.455833
2014-03-08 16:00:00, -2.277734,-0.068244,-0.681971,1.483094,-1.015282
2014-03-08 17:00:00, 1.175616,0.503667,0.118216,-0.636421,0.579325
2014-03-08 18:00:00, 1.418848,-0.234235,0.582419,1.328811,0.119639
2014-03-08 19:00:00, -2.186193,1.912030,0.524742,-0.117332,0.844868
2014-03-08 20:00:00, 1.951634,0.682652,-0.259884,-0.296386,-0.450130
2014-03-08 21:00:00, 1.450867,0.655593,-1.043512,-0.371869,-1.129793
2014-03-08 22:00:00, 0.363172,-0.326460,0.210100,-0.895403,0.792815
2014-03-08 23:00:00, -0.255632,-1.003559,0.760999,1.793005,-0.468949
2014-03-09 00:00:00, 1.013791,0.223357,0.567193,0.284504,1.435977
2014-03-09 01:00:00, 1.052384,1.569905,2.174450,-0.236023,0.003173
2014-03-09 02:00:00, -1.293120,-0.976169,-0.525959,1.978019,-0.101617
2014-03-09 03:00:00, -0.542995,0.170437,-0.381514,0.459561,-1.887076
2014-03-09 04:00:00, 0.414499,-0.106222,-0.012275,0.804077,-0.293723
2014-03-09 05:00:00, -1.596692,-0.621835,-0.063441,-1.100034,-0.341988
2014-03-09 06:00:00, 0.606840,-0.693898,0.976884,0.314386,0.839628
2014-03-09 07:00:00, -1.314385,-1.171842,0.324232,1.886101,-1.668385
2014-03-09 08:00:00, 1.697527,0.092110,0.383530,0.261025,-0.052895
2014-03-09 09:00:00, -0.645478,0.423813,0.276019,1.017218,0.105197
2014-03-09 10:00:00, 1.224616,-0.570618,0.835131,-0.086616,-0.077825
2014-03-09 11:00:00, -1.874593,-0.888242,-1.700742,-1.931174,0.310376
2014-03-09 12:00:00, -0.499484,-0.143631,-0.110133,-1.593587,-0.249787
2014-03-09 13:00:00, 0.974705,-0.108743,-3.022009,1.584885,-0.929441
2014-03-09 14:00:00, 0.186924,2.452664,-0.231571,-1.079380,-1.321540
2014-03-09 15:00:00, 0.866739,0.344684,-0.860050,-0.842766,0.262886
2014-03-09 16:00:00, 0.383857,-0.159183,-0.614432,-0.805570,-0.665398
2014-03-09 17:00:00, 0.936511,0.615441,0.183563,-1.123839,1.583726
